"","url","full.txt","human.txt","human.txt2"
"26","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week25Arboreport_6262017.pdf","Arboviral Surveillance Report
June 26, 2017
Surveillance
This report provides data on week 25 of surveillance for West Nile virus (WNV) in mosquitoes and includes
data on other surveillance indicators. We have placed 77 Gravid traps throughout the City of Chicago. We
continue to monitor them twice a week. One mosquito pool tested positive and there were no other
indicators of WNV activity in Chicago.
Mosquitoes (data from 77 traps)
Week 25 (06/18/17 – 06/24/17)
Total Collections (Number of Traps X Frequency of Collection)            146
Number of Female Culex Trapped and Tested                                251
Number of Pools Tested                                                     45
Number of Pools Positive                                                   1
Number of Community Areas with Positive Mosquito Pools                     1
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)            417
Number of Female Culex Trapped and Tested                               1,334
Number of Pools Tested                                                   174
Number of Pools Positive                                                   2
Number of Community Areas with Positive Mosquito Pools                     2
Community Areas with Positive Mosquito Pools (Cumulative): O’Hare, South Deering
Dead Birds: 6 – test results pending
Humans: 0
Risk Assessment
The risk of human West Nile virus infection in the City of Chicago is low.
Larval and Adult Mosquito Control Efforts
We will begin to monitor catch basins for larval mosquito presence in treated and non-treated areas.
","Humans: 0"," 0"
"27","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week28Arboreport_7172017.pdf","Arboviral Surveillance Report
July 17, 2017
Surveillance
This report provides data on week 28 of surveillance for West Nile virus (WNV) in mosquitoes and includes
data on other surveillance indicators. We have successfully placed gravid traps throughout the City of Chicago
and continue to monitor them twice a week for the duration of the mosquito-breeding season. Thirteen (13)
mosquito pools from five community areas tested positive for WNV.
Mosquitoes (data from 82 traps)
Week 28 (07/09/17 – 07/15/17)
Total Collections (Number of Traps X Frequency of Collection)           156
Number of Female Culex Trapped and Tested                              1,424
Number of Pools Tested                                                  108
Number of Pools Positive                                                 13
Number of Community Areas with Positive Mosquito Pools                   5
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)           795
Number of Female Culex Trapped and Tested                              3,597
Number of Pools Tested                                                  429
Number of Pools Positive                                                 16
Number of Community Areas with Positive Mosquito Pools                   6
Community Areas with Positive Mosquito Pools (Cumulative): Chicago Lawn, Gage Park,
Hegewisch, Lincoln Square, O’Hare, South Deering
Dead Birds: To date, 7 dead birds have been collected; one was negative, two were unable to be tested, and
test results for the remaining 4 are pending.
BG Sentinel Trap Data (Cumulative): Aedes albopictus – 17 females and 1 male
Humans: No human cases have been reported to date.
Risk Assessment
The risk of human West Nile virus infection in the City of Chicago remains low.
Larval and Adult Mosquito Control Efforts
Surveillance crews are monitoring catch basins for the remainder of the summer to assess the level of control.
","Humans: No human cases have been reported to date."," 0  have been  to date"
"28","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week33Arboreport_8212017.pdf","Arboviral Surveillance Report
August 21, 2017
Surveillance
This report provides data on week 33 of surveillance for West Nile virus (WNV) in mosquitoes and includes
data on other surveillance indicators. We have successfully placed gravid traps throughout the City of Chicago
and continue to monitor them twice a week for the duration of the mosquito-breeding season. Thirty-four (34)
mosquito pools tested positive for WNV from 9 different community areas
Mosquitoes (data from 82 traps)
Week 33 (08/13/17 – 08/19/17)
Total Collections (Number of Traps X Frequency of Collection)             156
Number of Female Culex Trapped and Tested                                1,703
Number of Pools Tested                                                    120
Number of Pools Positive                                                   34
Number of Community Areas with Positive Mosquito Pools                     9
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)            1,575
Number of Female Culex Trapped and Tested                               10,000
Number of Pools Tested                                                   1,018
Number of Pools Positive                                                  137
Number of Community Areas with Positive Mosquito Pools                     26
Community Areas with Positive Mosquito Pools (Cumulative): Archer Heights, Austin, Avalon Park,
Avondale, Belmont Cragin, Beverly, Chatham, Chicago Lawn, Dunning, East Garfield Park, Edison Park, Forest
Glen, Gage Park, Greater Grand Crossing, Hegewisch, Lincoln Park, Lincoln Square, New City, O'Hare, Pullman,
Riverdale, South Deering, South Lawndale, Washington Heights, West Pullman, and West Town.
Dead Birds: To date, 12 dead birds have been collected: 1 was positive, 6 were negative, 3 were unable to
be tested, and test results for the remaining 2 are pending.
BG Sentinel Trap Data (Cumulative): Aedes albopictus – 74 females and 23 males.
Humans: 1 case reported.
Risk Assessment
The risk of human West Nile virus infection in the City of Chicago is increasing. Residents are urged to take
standard precautions against getting mosquito bites.
Larval and Adult Mosquito Control Efforts
Surveillance crews continue to monitor catch basins to assess the level of larvicide efficacy.
","Humans: 1 case reported."," 1  "
"29","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week37Arboreport_9182017.pdf","Arboviral Surveillance Report
September 18, 2017
Surveillance
This report provides data on week 37 of surveillance for West Nile virus (WNV) in mosquitoes and includes
data on other surveillance indicators. We have successfully placed gravid traps throughout the City of Chicago
and continue to monitor them twice a week for the duration of the mosquito-breeding season. One (1)
mosquito pool tested positive for WNV.
Mosquitoes (data from 80 traps)
Week 37 (09/10/17 – 09/16/17)
Total Collections (Number of Traps X Frequency of Collection)            153
Number of Female Culex Trapped and Tested                                570
Number of Pools Tested                                                     94
Number of Pools Positive                                                   1
Number of Community Areas with Positive Mosquito Pools                     1
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)           2,194
Number of Female Culex Trapped and Tested                               13,018
Number of Pools Tested                                                  1,391
Number of Pools Positive                                                 173
Number of Community Areas with Positive Mosquito Pools                     26
Community Areas with Positive Mosquito Pools (Cumulative): Archer Heights, Austin, Avalon Park,
Avondale, Belmont Cragin, Beverly, Chatham, Chicago Lawn, Dunning, East Garfield Park, Edison Park, Forest
Glen, Gage Park, Greater Grand Crossing, Hegewisch, Lincoln Park, Lincoln Square, New City, O'Hare, Pullman,
Riverdale, South Deering, South Lawndale, Washington Heights, West Pullman, West Town.
Dead Birds: To date, 12 dead birds have been collected: 1 was positive, 8 were negative, and 3 were unable
to be tested.
BG Sentinel Trap Data (Cumulative): Aedes albopictus – 121 females and 44 males.
Humans: 4 cases reported.
Risk Assessment
The risk of human West Nile virus infection in the City of Chicago is low.
Larval and Adult Mosquito Control Efforts
There are no adulticide events planned within the City.
","Humans: 4 cases reported."," 4  "
"30","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week29Arboreport_7242017.pdf","Arboviral Surveillance Report
July 24, 2017
Surveillance
This report provides data on week 29 of surveillance for West Nile virus (WNV) in mosquitoes and includes
data on other surveillance indicators. We have successfully placed gravid traps throughout the City of Chicago
and continue to monitor them twice a week for the duration of the mosquito-breeding season. Eighteen (18)
mosquito pools tested positive for WNV from 5 different community areas.
Mosquitoes (data from 82 traps)
Week 29 (07/16/17 – 07/22/17)
Total Collections (Number of Traps X Frequency of Collection)            156
Number of Female Culex Trapped and Tested                               1,350
Number of Pools Tested                                                   127
Number of Pools Positive                                                  18
Number of Community Areas with Positive Mosquito Pools                    5
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)            951
Number of Female Culex Trapped and Tested                               4,947
Number of Pools Tested                                                   556
Number of Pools Positive                                                  34
Number of Community Areas with Positive Mosquito Pools                    9
Community Areas with Positive Mosquito Pools (Cumulative): Austin, Chicago Lawn, Gage Park,
Hegewisch, Lincoln Square, O’Hare, Pullman, South Deering, West Pullman
Dead Birds: To date, 8 dead birds have been collected; one was negative, two were unable to be tested, and
test results for the remaining 5 are pending.
BG Sentinel Trap Data (Cumulative): Aedes albopictus – 20 females and 4 males
Humans: No human cases reported
Risk Assessment
The risk of human West Nile virus infection in the City of Chicago remains low.
Larval and Adult Mosquito Control Efforts
Surveillance crews continue to monitor catch basins to assess the level of larvicide efficacy. No adulticide
applications are planned at this time.
","Humans: No human cases reported"," 0  "
"31","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week34Arboreport_8282017.pdf","c(""Arboviral Surveillance Report\r\nAugust 28, 2017\r\nSurveillance\r\nThis report provides data on week 34 of surveillance for West Nile virus (WNV) in mosquitoes and includes\r\ndata on other surveillance indicators. We have successfully placed gravid traps throughout the City of Chicago\r\nand continue to monitor them twice a week for the duration of the mosquito-breeding season. Twenty-three\r\n(23) mosquito pools tested positive for WNV from 10 different community areas.\r\nMosquitoes (data from 82 traps)\r\nWeek 34 (08/20/17 – 08/26/17)\r\nTotal Collections (Number of Traps X Frequency of Collection)               156\r\nNumber of Female Culex Trapped and Tested                                  1,098\r\nNumber of Pools Tested                                                      102\r\nNumber of Pools Positive                                                     23\r\nNumber of Community Areas with Positive Mosquito Pools                       10\r\nCumulative Totals\r\nTotal Collections (Number of Traps X Frequency of Collection)              1,731\r\nNumber of Female Culex Trapped and Tested                                 11,098\r\nNumber of Pools Tested                                                     1,120\r\nNumber of Pools Positive                                                    160\r\nNumber of Community Areas with Positive Mosquito Pools                       26\r\nCommunity Areas with Positive Mosquito Pools (Cumulative): Archer Heights, Austin, Avalon Park,\r\nAvondale, Belmont Cragin, Beverly, Chatham, Chicago Lawn, Dunning, East Garfield Park, Edison Park, Forest Glen, Gage\r\nPark, Greater Grand Crossing, Hegewisch, Lincoln Park, Lincoln Square, New City, O'Hare, Pullman, Riverdale, South\r\nDeering, South Lawndale, Washington Heights, West Pullman, West Town\r\nDead Birds: To date, 12 dead birds have been collected: 1 was positive, 8 were negative, and 3 were unable\r\nto be tested.\r\nBG Sentinel Trap Data (Cumulative): Aedes albopictus – 89 females and 40 males\r\nHumans: 1 case reported\r\nRisk Assessment\r\nThe risk of human West Nile virus infection in the City of Chicago is moderate. Residents are urged to take\r\nstandard precautions against getting mosquito bites.\r\n"", 
""Larval and Adult Mosquito Control Efforts\r\nSurveillance crews continue to monitor catch basins to assess the level of larvicide efficacy. Tire piles in\r\nnorthern and southern areas of the City have been targeted for larvicide treatment. A truck ULV application is\r\nscheduled for Wednesday night in southern Chicago.\r\n"")","Humans: 1 case reported"," 1  "
"32","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week38Arboreport_9252017.pdf","Arboviral Surveillance Report
September 25, 2017
Surveillance
This report provides data on week 38 of surveillance for West Nile virus (WNV) in mosquitoes and includes
data on other surveillance indicators. We have successfully placed gravid traps throughout the City of Chicago
and continue to monitor them twice a week for the duration of the mosquito-breeding season. Two (2)
mosquito pools tested positive for WNV from two community areas.
Mosquitoes (data from 80 traps)
Week 38 (09/17/17 – 09/23/17)
Total Collections (Number of Traps X Frequency of Collection)            153
Number of Female Culex Trapped and Tested                                379
Number of Pools Tested                                                     77
Number of Pools Positive                                                   2
Number of Community Areas with Positive Mosquito Pools                     2
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)           2,347
Number of Female Culex Trapped and Tested                               13,397
Number of Pools Tested                                                  1,468
Number of Pools Positive                                                 175
Number of Community Areas with Positive Mosquito Pools                     26
Community Areas with Positive Mosquito Pools (Cumulative): Archer Heights, Austin, Avalon Park,
Avondale, Belmont Cragin, Beverly, Chatham, Chicago Lawn, Dunning, East Garfield Park, Edison Park, Forest
Glen, Gage Park, Greater Grand Crossing, Hegewisch, Lincoln Park, Lincoln Square, New City, O'Hare, Pullman,
Riverdale, South Deering, South Lawndale, Washington Heights, West Pullman, West Town.
Dead Birds: To date, 12 dead birds have been collected: 1 was positive, 8 were negative, and 3 were unable
to be tested.
BG Sentinel Trap Data (Cumulative): Aedes albopictus – 136 females and 45 males.
Humans: 5 cases reported.
Risk Assessment
The risk of human West Nile virus infection in the City of Chicago is low.
Larval and Adult Mosquito Control Efforts
Surveillance crews continue to monitor catch basins to assess the level of larvicide efficacy.
","Humans: 5 cases reported."," 5  "
"33","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week30Arboreport_7312017.pdf","c(""Arboviral Surveillance Report\r\nJuly 31, 2017\r\nSurveillance\r\nThis report provides data on week 30 of surveillance for West Nile virus (WNV) in mosquitoes and includes\r\ndata on other surveillance indicators. We have successfully placed gravid traps throughout the City of Chicago\r\nand continue to monitor them twice a week for the duration of the mosquito-breeding season. Thirteen (13)\r\nmosquito pools tested positive for WNV from 11 different community areas.\r\nMosquitoes (data from 82 traps)\r\nWeek 30 (07/23/17 – 07/29/17)\r\nTotal Collections (Number of Traps X Frequency of Collection)               156\r\nNumber of Female Culex Trapped and Tested                                   695\r\nNumber of Pools Tested                                                       94\r\nNumber of Pools Positive                                                     13\r\nNumber of Community Areas with Positive Mosquito Pools                       11\r\nCumulative Totals\r\nTotal Collections (Number of Traps X Frequency of Collection)              1,107\r\nNumber of Female Culex Trapped and Tested                                  5,642\r\nNumber of Pools Tested                                                      650\r\nNumber of Pools Positive                                                     47\r\nNumber of Community Areas with Positive Mosquito Pools                       17\r\nCommunity Areas with Positive Mosquito Pools (Cumulative): Austin, Avalon Park, Beverly, Chatham,\r\nChicago Lawn, Dunning, East Garfield Park, Gage Park, Hegewisch, Lincoln Square, O'Hare, Pullman, South Deering,\r\nSouth Lawndale, Washington Heights, West Pullman, West Town\r\nDead Birds: To date, 9 dead birds have been collected; one was negative, two were unable to be tested, and\r\ntest results for the remaining 6 are pending.\r\nBG Sentinel Trap Data (Cumulative): Aedes albopictus – 36 females and 7 males\r\nHumans: No human cases reported.\r\nRisk Assessment\r\nThe risk of human West Nile virus infection in the City of Chicago remains low. In comparison to 2016 there\r\nare 60% fewer positive mosquito pools at this point in the season.\r\nLarval and Adult Mosquito Control Efforts\r\nSurveillance crews continue to monitor catch basins to assess the level of larvicide efficacy. No adulticide\r\napplications are planned at this time.\r\n"", 
"""")","Humans: No human cases reported."," 0  "
"34","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week39Arboreport_1022017.pdf","Arboviral Surveillance Report
October 2, 2017
Surveillance
This report provides data on week 39 of surveillance for West Nile virus (WNV) in mosquitoes and includes
data on other surveillance indicators. We have successfully placed gravid traps throughout the City of Chicago
and continue to monitor them twice a week for the duration of the mosquito-breeding season. Two (2)
mosquito pools tested positive for WNV from two community areas. This will conclude all adult mosquito
surveillance for the 2017 season.
Mosquitoes (data from 79 traps)
Week 39 (09/24/17 – 09/30/17)
Total Collections (Number of Traps X Frequency of Collection)            153
Number of Female Culex Trapped and Tested                                839
Number of Pools Tested                                                   109
Number of Pools Positive                                                   2
Number of Community Areas with Positive Mosquito Pools                     2
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)           2,500
Number of Female Culex Trapped and Tested                               14,236
Number of Pools Tested                                                  1,577
Number of Pools Positive                                                 177
Number of Community Areas with Positive Mosquito Pools                     26
Community Areas with Positive Mosquito Pools (Cumulative): Archer Heights, Austin, Avalon Park,
Avondale, Belmont Cragin, Beverly, Chatham, Chicago Lawn, Dunning, East Garfield Park, Edison Park, Forest
Glen, Gage Park, Greater Grand Crossing, Hegewisch, Lincoln Park, Lincoln Square, New City, O'Hare, Pullman,
Riverdale, South Deering, South Lawndale, Washington Heights, West Pullman, and West Town.
Dead Birds: To date, 14 dead birds have been collected: 1 was positive, 8 were negative, 3 were unable to
be tested, and test results for the remaining 2 are pending.
BG Sentinel Trap Data (Cumulative): Aedes albopictus – 334 females and 84 males.
Humans: 6 cases, including one death.
Risk Assessment
The risk of human West Nile virus infection in the City of Chicago is low.
Larval and Adult Mosquito Control Efforts
All Larval and Adult mosquito control efforts in the City have ended for the 2017 season.
","Humans: 6 cases, including one death."," 6 , including one death"
"35","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week23Arboreport6132016.pdf","The City's arboviral surveillance program began last week with the city-wide placement of 70 gravid traps.
Mosquitoes were collected on two consecutive days and tested in-house for West Nile virus. Trap counts were
low and all results were negative indicating the risk for human cases of WNV is very low.
The risk of human West Nile virus infection in Chicago is low.
The City of Chicago larvicide project ended this week. Over 100,000 catch basins in the public way were
treated. Catch basins will be monitored and re-treated as needed.
","The City's arboviral surveillance program began last week with the city-wide placement of 70 gravid trap","The City's arboviral surveillance program began last week with the city-wide placement of 70 gravid trap"
"36","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week26Arboreport752016.pdf","Arboviral Surveillance Report
July 5, 2016
Surveillance
This report provides data on week 26 of surveillance for West Nile virus (WNV) in mosquitoes and includes
data on other surveillance indicators. We have successfully placed Gravid and BG Sentinel traps throughout
the City of Chicago. We continue to monitor them twice a week. One mosquito pool tested positive for WNV;
however, there are no other indicators of WNV activity in Chicago.
Mosquitoes (data from 81 traps)
Week 26 (06/26/16 – 07/02/16)
Total Collections (Number of Traps X Frequency of Collection)               155
Number of Female Culex Trapped and Tested                                  1019
Number of Pools Tested                                                       85
Number of Pools Positive                                                     1
Number of Community Areas with Positive Mosquitoes Pools                     1
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)               556
Number of Female Culex Trapped and Tested                                  4583
Number of Pools Tested                                                      312
Number of Pools Positive                                                     1
Number of Community Areas with Positive Mosquitoes Pools                     1
Community Areas with Positive Mosquito Pools (Cumulative): Chicago Lawn
Dead birds: 2 results pending
Humans: 0
Risk Assessment
As a result of the first West Nile virus positive pool, there is an increased risk human infection, particularly in
the Community Area of Chicago Lawn.
Larval and Adult Mosquito Control Efforts
We continue to monitor catch basins in treated and non-treated areas.
","Humans: 0"," 0"
"37","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week30Arboreport812016.pdf","Arboviral Surveillance Report
August 1, 2016
Surveillance
The City's arboviral surveillance continued last week with the city-wide placement of 83 traps. Mosquitoes
were collected on two consecutive nights and tested in-house for West Nile virus (WNV) and St. Louis
Encephalitis (SLE). Trap counts and positive WNV results increased considerably, indicating the risk for WNV is
continues to increase.
Mosquitoes (data from 83 traps)
Week 30 (07/24/16 – 07/30/16)
Total Collections (Number of Traps X Frequency of Collection)            158
Number of Female Culex Trapped and Tested                               5,654
Number of Pools Tested                                                   192
Number of Pools Positive                                                  86
Number of Community Areas with Positive Mosquitoes Pools                  19
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)           1,183
Number of Female Culex Trapped and Tested                              14,096
Number of Pools Tested                                                   758
Number of Pools Positive                                                 116
Number of Community Areas with Positive Mosquitoes Pools                  20
Community Areas with Positive Mosquito Pools (Cumulative): Ashburn, Archer Heights, Austin,
Belmont Cragin, Beverly, Chicago Lawn, Clearing, Dunning, East Garfield Park, Forest Glen, Humboldt Park,
New City, North Park, O’Hare, Riverdale, South Deering, South Lawndale, Washington Heights, West Lawn,
West Town.
Dead birds: 2-unable to test
Humans: 0
Risk Assessment
The risk of human West Nile virus infection in the City of Chicago continues to increase.
Larval and Adult Mosquito Control Efforts
Adulticiding will occur Tuesday August 2nd in a small portion of the south-west side.
","Humans: 0"," 0"
"38","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week35Arboreport962016.pdf","Arboviral Surveillance Report
September 6, 2016
Surveillance
The City's arboviral surveillance continued last week with the city-wide placement of 83 traps. Mosquitoes
were collected on two consecutive nights and tested in-house for West Nile virus (WNV) and St. Louis
Encephalitis (SLE). Trap counts increased by about 60% from the prior week though positive WNV results
remained about the same. The risk for WNV infection continues to remain high.
Mosquitoes (data from 83 traps)
Week 35 (08/28/16 – 09/03/16)
Total Collections (Number of Traps X Frequency of Collection)                       150
Number of Female Culex Trapped and Tested                                          2,137
Number of Pools Tested                                                              146
Number of Pools Positive                                                             29
Number of Community Areas with Positive Mosquito Pools                               12
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)                      1,961
Number of Female Culex Trapped and Tested                                         28,519
Number of Pools Tested                                                             1,523
Number of Pools Positive                                                            408
Number of Community Areas with Positive Mosquito Pools                               41
Community Areas with Positive Mosquito Pools (Cumulative):                               Archer Heights, Ashburn, Austin, Avalon
Park, Avondale, Belmont Cragin, Beverly, Chicago Lawn, Clearing, Dunning, East Garfield Park, Edgewater, Edison Park, Englewood,
Forest Glen, Gage Park, Greater Grand Crossing, Hegewisch, Humboldt Park, Irving Park, Lake View, Lincoln Park, Lincoln Square,
Near West Side, New City, North Lawndale, North Park, Norwood Park, O’Hare, Portage Park, Pullman, Riverdale, Rogers Park, South
Deering, South Lawndale, South Shore, Uptown, Washington Heights, West Lawn, West Pullman, West Town
Dead Birds: 2 – unable to test
BG Sentinel Trap Data (Cumulative): Aedes albopictus – 1,300 females and 529 males
Humans: 3
Risk Assessment
 The risk of human West Nile virus infection remains high.
Larval and Adult Mosquito Control Efforts
We continue to monitor catch basins in treated and non-treated areas. Truck ULV adulticiding will occur on
Wednesday, September 7th in areas of the city with elevated risk.
","Humans: 3"," 3"
"39","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week24Arboreport6202016.pdf","Arboviral Surveillance Report
June 20, 2016
Surveillance
The City's arboviral surveillance continued last week with the city-wide placement of 78 gravid traps.
Mosquitoes were collected on two consecutive nights and tested in-house for West Nile virus (WNV) and St.
Louis Encephalitis (SLE). Trap counts increased dramatically though all results were negative, indicating the risk
for WNV transmission is currently low within the City.
Mosquitoes (data from 78 traps)
     Week 24 (06/12/16 – 06/18/16)
     Total Collections (Number of Traps X Frequency of Collection)            148
     Number of Female Culex Trapped and Tested                               1138
     Number of Pools Tested                                                    92
     Number of Pools Positive                                                  0
     Number of Community Areas with Positive Mosquitoes Pools                  0
     Cumulative Totals
     Total Collections (Number of Traps X Frequency of Collection)            247
     Number of Female Culex Trapped and Tested                               1277
     Number of Pools Tested                                                   123
     Number of Pools Positive                                                  0
     Number of Community Areas with Positive Mosquitoes Pools                  0
Community Areas with Positive Mosquito Pools (Cumulative): 0
Dead birds: 0
Humans: 0
Risk Assessment
The risk of human West Nile virus infection in the City of Chicago is low.
Larval and Adult Mosquito Control Efforts
We will begin to monitor catch basins for larval mosquito presence in treated and non-treated areas.
","Humans: 0"," 0"
"40","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week27Arboreport7112016.pdf","Arboviral Surveillance Report
July 11, 2016
Surveillance
The City's arboviral surveillance continued last week with the city-wide placement of 82 traps. Mosquitoes
were collected on two consecutive nights and tested in-house for West Nile virus (WNV) and St. Louis
Encephalitis (SLE). Trap counts increased from the prior week, and WNV was identified in pools from three
community areas, indicating the risk of WNV continues to increase.
Mosquitoes (data from 82 traps)
Week 27 (07/03/16 – 07/09/16)
Total Collections (Number of Traps X Frequency of Collection)           156
Number of Female Culex Trapped and Tested                               1488
Number of Pools Tested                                                   77
Number of Pools Positive                                                  9
Number of Community Areas with Positive Mosquitoes Pools                  3
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)           712
Number of Female Culex Trapped and Tested                               6071
Number of Pools Tested                                                  389
Number of Pools Positive                                                 10
Number of Community Areas with Positive Mosquitoes Pools                  4
Community Areas with Positive Mosquito Pools (Cumulative): Archer Heights, Austin, Chicago
Lawn, O’Hare.
Dead birds: 2 results pending
Humans: 0
Risk Assessment
The risk of WNV continues to increase throughout the City.
Larval and Adult Mosquito Control Efforts
We continue to monitor catch basins in treated and non-treated areas.
","Humans: 0"," 0"
"41","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week31Arboreport882016.pdf","Arboviral Surveillance Report
August 8, 2016
Surveillance
The City's arboviral surveillance continued last week with the city-wide placement of 84 traps. Mosquitoes were
collected on two consecutive nights and tested in-house for West Nile virus (WNV) and St. Louis Encephalitis (SLE). Trap
counts and positive WNV results remain elevated, with 54% of mosquito pools testing positive, indicating the risk for
WNV continues to remain high.
Mosquitoes (data from 84 traps)
Week 31 (07/31/16 – 08/6/16)
Total Collections (Number of Traps X Frequency of Collection)                  160
Number of Female Culex Trapped and Tested                                     3,533
Number of Pools Tested                                                         153
Number of Pools Positive                                                        82
Number of Community Areas with Positive Mosquito Pools                          32
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)                 1,343
Number of Female Culex Trapped and Tested                                    17,629
Number of Pools Tested                                                         911
Number of Pools Positive                                                       198
Number of Community Areas with Positive Mosquito Pools                          33
Community Areas with Positive Mosquito Pools (Cumulative):                         Archer Heights, Ashburn, Austin,
Belmont Cragin, Beverly, Chicago Lawn, Clearing, Dunning, East Garfield Park, Edison Park, Englewood, Forest Glen, Gage
Park, Greater Grand Crossing, Humboldt Park, Irving Park, Lake View, Lincoln Park, Lincoln Square, Near West Side, New
City, North Park, Norwood Park, O’Hare, Riverdale, Rogers Park, South Deering, South Lawndale, Uptown, Washington
Heights, West Lawn, West Pullman, West Town
Dead Birds: 2 – unable to test
BG Sentinel Trap Data (Cumulative): Aedes albopictus – 186 females and 97 males
Humans: 0
Risk Assessment
The risk of human West Nile virus infection remains high.
Larval and Adult Mosquito Control Efforts
We continue to monitor catch basins in treated and non-treated areas. Truck ULV adulticiding will occur both Tuesday,
August 9th and Wednesday, August 10th in areas of the city with elevated risk.
","Humans: 0"," 0"
"42","https://www.chicago.gov/content/dam/city/depts/cdph/food_env/general/West_Nile_Virus/Week36Arboreport9122016.pdf","Arboviral Surveillance Report
September 12, 2016
Surveillance
The City's arboviral surveillance continued last week with the city-wide placement of 81 traps. Mosquitoes were
collected on two consecutive nights and tested in-house for West Nile virus (WNV) and St. Louis Encephalitis (SLE). Trap
counts increased by about 60% from the prior week though WNV results remained about the same. The risk of WNV
infection continues to remain high.
Mosquitoes (data from 81 traps)
Week 36 (09/04/16 – 09/10/16)
Total Collections (Number of Traps X Frequency of Collection)                      154
Number of Female Culex Trapped and Tested                                         3,515
Number of Pools Tested                                                             163
Number of Pools Positive                                                            37
Number of Community Areas with Positive Mosquito Pools                              20
Cumulative Totals
Total Collections (Number of Traps X Frequency of Collection)                     2,115
Number of Female Culex Trapped and Tested                                        32,034
Number of Pools Tested                                                            1,686
Number of Pools Positive                                                           445
Number of Community Areas with Positive Mosquito Pools                              43
Community Areas with Positive Mosquito Pools (Cumulative):                             Archer Heights, Armour Square, Ashburn,
Austin, Avalon Park, Avondale, Belmont Cragin, Beverly, Chatham, Chicago Lawn, Clearing, Dunning, East Garfield Park, Edgewater,
Edison Park, Englewood, Forest Glen, Gage Park, Greater Grand Crossing, Hegewisch, Humboldt Park, Irving Park, Lake View, Lincoln
Park, Lincoln Square, Near West Side, New City, North Lawndale, North Park, Norwood Park, O’Hare, Portage Park, Pullman,
Riverdale, Rogers Park, South Deering, South Lawndale, South Shore, Uptown, Washington Heights, West Lawn, West Pullman, West
Town
Dead Birds: 2 – unable to test
BG Sentinel Trap Data (Cumulative): Aedes albopictus – 1,753 females and 566 males
Humans: 3
Risk Assessment
The risk of human West Nile virus infection remains high.
Larval and Adult Mosquito Control Efforts
We continue to monitor catch basins in treated and non-treated areas.
","Humans: 3"," 3"
